athlete_id;athlete_full_name;games_participations;first_game;athlete_year_birth
eva-erdelyi;Eva ERDELYI;1;Tokyo 1964;1943
andreas-wolfram;Andreas WOLFRAM;1;Seoul 1988;1957
sergey-ostapchuk;Sergey OSTAPCHUK;2;Atlanta 1996;1976
andrej-martin;Andrej MARTIN;1;Rio 2016;1989
constantino-miranda-justo;Constantino MIRANDA JUSTO;1;London 1948;1925
sakura-yosozumi;Sakura YOSOZUMI;1;Tokyo 2020;2002
jin-tao-wu;Jin-Tao WU;2;Albertville 1992;1975
schwaiger;Dominik SCHWAIGER;1;Beijing 2022;1991
trevor-brown;Trevor BROWN;1;Athens 2004;1979
joy-ellen-kitzmiller;Joy Ellen KITZMILLER;1;Barcelona 1992;1964
henryk-petrich;Henryk PETRICH;1;Seoul 1988;1959
william-john-alfred-rowe;William John Alfred ROWE;1;Berlin 1936;1913
irmgard-irma-walther-dumbsky;Irmgard (Irma) WALTHER-DUMBSKY;1;Helsinki 1952;1920
emiliano-villa;Emiliano VILLA;1;Munich 1972;1953
mohd-azheem-bahari-bahari;Mohd Azheem Bahari BAHARI;1;Sydney 2000;1984
sebastian-mora-vedri;Sebastian MORA VEDRI;2;London 2012;1988
henricus-antonius-droog;Henricus Antonius DROOG;1;Mexico City 1968;1944
dino-costantini;Dino COSTANTINI;2;Munich 1972;1940
jaroslav-sourek;Jaroslav SOUREK;1;Helsinki 1952;1927
ragna-bjorg-ingolfsdottir;Ragna Bjorg INGOLFSDOTTIR;2;Beijing 2008;1983
fernando-esquivel-duran;Fernando ESQUIVEL DURAN;1;Mexico City 1968;1939
david-ellis;David ELLIS;1;Mexico City 1968;1937
david-story-caldwell;David Story CALDWELL;1;Stockholm 1912;1891
moro-tahiru;Moro TAHIRU;1;Montreal 1976;
bernadette-schild;Bernadette SCHILD;2;Sochi 2014;1990
robert-stanley-clark;Robert Stanley CLARK;1;Rome 1960;1939
galina-kulakova;Galina KULAKOVA;4;Grenoble 1968;1942
zdenek-pecka;Zdenek PECKA;2;Montreal 1976;1954
craig-john-agena;Craig John AGENA;1;Los Angeles 1984;1960
edgar-ramon-munoz;Edgar Ramon MUNOZ;2;Athens 2004;1983
qiwu-song;Qiwu SONG;1;Beijing 2022;2001
moustapha-gueye;Moustapha GUEYE;1;Seoul 1988;1961
bruno-testoni;Bruno TESTONI;2;Antwerp 1920;1891
jesse-prudente-ruiz-flores;Jesse Prudente RUIZ FLORES;1;London 2012;1985
john-william-hessian;John William HESSIAN;1;London 1908;1877
hans-braun;Hans BRAUN;2;London 1908;1886
arantxa-ramos;Arantxa RAMOS;2;Athens 2004;1988
afaf-elhodhod;Afaf ELHODHOD;1;Rio 2016;1996
hilda-williams;Hilda WILLIAMS;1;London 1908;
jan-zachara;Jan ZACHARA;2;Helsinki 1952;1928
mikhail-artukhov;Mikhail ARTUKHOV;2;Grenoble 1968;1943
christopher-kapopo;Christopher KAPOPO;1;Los Angeles 1984;
marharyta-dorozhon;Marharyta DOROZHON;1;London 2012;1987
carolyne-lepage;Carolyne LEPAGE;2;Atlanta 1996;1975
drew-harvey;Drew HARVEY;1;Sydney 2000;1978
kristina-koznick;Kristina KOZNICK;3;Nagano 1998;1975
maria-adriana-meyburg;Maria Adriana MEYBURG;1;Rome 1960;1939
adriana-fernandez;Adriana FERNANDEZ;3;Atlanta 1996;1971
sori-enda-nasution;Sori Enda NASUTION;1;Los Angeles 1984;1958
julio-barillas;Julio BARILLAS;1;Helsinki 1952;1932
xu;Mingfu XU;1;Beijing 2022;1997
sofia-pozdniakova;Sofia POZDNIAKOVA;1;Tokyo 2020;1997
richard-rowles;Richard ROWLES;2;Atlanta 1996;1973
aleksey-medvedev;Aleksey MEDVEDEV;2;Atlanta 1996;1972
tiffany-kruger;Tiffany KRUGER;1;London 2012;1987
valentina-truppa;Valentina TRUPPA;2;London 2012;1986
munkhtsetseg-otgon;Munkhtsetseg OTGON;1;Tokyo 2020;1988
ana-maria-groza;Ana Maria GROZA;3;Sydney 2000;1976
amadu-yusufu;Amadu YUSUFU;2;Los Angeles 1984;1958
karim-bare;Karim BARE;1;Sydney 2000;1983
hermann-weinbuch;Hermann WEINBUCH;3;Lake Placid 1980;1960
mario-vitali;Mario VITALI;1;St. Moritz 1948;1914
pin-chieh-nieh;Pin-Chieh NIEH;2;Athens 2004;1988
bo-karenus;Bo KARENUS;1;Squaw Valley 1960;1937
jinseop-han;Jinseop HAN;2;Beijing 2008;1981
ales-gorza;Ales GORZA;2;Turin 2006;1980
sukhbaatar-bazaryn;Sukhbaatar BAZARYN;2;Tokyo 1964;1943
maria-quarra;Maria QUARRA;1;Barcelona 1992;1965
teuvo-laukkanen;Teuvo LAUKKANEN;1;St. Moritz 1948;1919
ernesto-andres-zamora;Ernesto Andres ZAMORA;1;Rio 2016;1983
ashia-hansen;Ashia HANSEN;2;Atlanta 1996;1971
milan-radakovic;Milan RADAKOVIC;1;Barcelona 1992;1969
john-a-herbert;John A. HERBERT;3;Los Angeles 1984;1962
marie-christine-duroy;Marie-Christine DUROY;4;Los Angeles 1984;1957
bibija-kerla;Bibija KERLA;2;Sarajevo 1984;1959
david-attan;David ATTAN;1;Munich 1972;1948
david-tyshler;David TYSHLER;2;Melbourne 1956;1927
troy-kemp;Troy KEMP;3;Seoul 1988;1966
abdullah-salim-saif-al-hussini;Abdullah Salim Saif AL-HUSSINI;1;Los Angeles 1984;1941
muhamad-adiq-husainie-othman;Muhamad Adiq Husainie OTHMAN;1;London 2012;1991
mikio-oyama;Mikio OYAMA;1;Innsbruck 1976;1955
luis-felipe-martinez-sanchez;Luis Felipe MARTINEZ SANCHEZ;1;Montreal 1976;1955
thomas-harrison-wand-tetley;Thomas Harrison WAND-TETLEY;2;Antwerp 1920;1898
giorgio-nuti;Giorgio NUTI;3;Montreal 1976;1954
benedict-uloko;Benedict ULOKO;1;Beijing 2008;1984
tolossa-kotu;Tolossa KOTU;2;Munich 1972;1952
janusz-szczerkowski;Janusz SZCZERKOWSKI;1;Moscow 1980;1954
linda-meyers;Linda MEYERS;2;Squaw Valley 1960;1937
terence-monaghan;Terence MONAGHAN;1;Squaw Valley 1960;1933
donald-sanderlin;Donald SANDERLIN;2;Mexico City 1968;1931
virginia-diaz-rivas;Virginia DIAZ RIVAS;1;Tokyo 2020;1991
marie-thusgaard-olsen;Marie Thusgaard OLSEN;1;Tokyo 2020;1993
almudena-cid;Almudena CID;4;Atlanta 1996;1980
heriberto-anguiano-de-la-fuente;Heriberto ANGUIANO DE LA FUENTE;2;Los Angeles 1932;
kim-bui;Kim BUI;3;London 2012;1989
andre-six;André SIX;1;Paris 1900;
kuehn;Johannes KUEHN;2;PyeongChang 2018;1991
lucien-koch;Lucien KOCH;1;Sochi 2014;1996
george-e-ede;George E. EDE;1;Grenoble 1968;1940
chris-nicholson;Chris NICHOLSON;2;Sydney 2000;1969
arvids-lejnieks;Arvids LEJNIEKS;1;Garmisch-Partenkirchen 1936;1912
curt-soderberg;Curt SODERBERG;1;Helsinki 1952;1927
blythe-walker;Blythe WALKER;1;Barcelona 1992;1968
arne-lanes;Arne LANES;1;Rome 1960;1938
carl-bouckaert;Carl BOUCKAERT;2;Sydney 2000;1954
geno-petriashvili;Geno PETRIASHVILI;2;Rio 2016;1994
rast;Camille RAST;1;Beijing 2022;1999
george-buta;George BUTA;0;;1993
jerome-h-anderson;Jerome H. ANDERSON;2;Tokyo 1964;1932
jozsef-reder;Jozsef REDER;1;Munich 1972;1951
vadim-pronskiy;Vadim PRONSKIY;1;Tokyo 2020;1998
isah-adam-mohammad;Isah Adam MOHAMMAD;2;Beijing 2008;1987
wang-1;Jin WANG;1;PyeongChang 2018;1997
yrjo-makela;Yrjö MÄKELÄ;1;London 1948;1926
tina-konyot;Tina KONYOT;1;London 2012;1961
bohumil-kudrna;Bohumil KUDRNA;2;London 1948;1920
karin-olsson;Karin OLSSON;1;Moscow 1980;1961
paul-bentley;Paul BENTLEY;1;Los Angeles 1984;1946
lajos-papp;Lajos PAPP;3;Mexico City 1968;1944
alvaro-torres-masias;Alvaro TORRES MASIAS;1;Tokyo 2020;1993
gaydarbek-gaydarbekov;Gaydarbek GAYDARBEKOV;2;Sydney 2000;1976
harold-wilson;Harold WILSON;1;London 1908;1885
altobeli-da-silva;Altobeli DA SILVA;2;Rio 2016;1990
chu-sian-cheng;Chu Sian CHENG;2;Beijing 2008;1986
peter-enzinger;Peter ENZINGER;1;London 1948;1916
joseph-john-cook;Joseph John COOK;1;London 1908;1880
monika-bader;Monika BADER;1;Lake Placid 1980;1959
patrice-servelle;Patrice SERVELLE;4;Salt Lake City 2002;1974
kue-sen-chen;Kue-Sen CHEN;2;Mexico City 1968;1947
tobias-oriwol;Tobias ORIWOL;2;Beijing 2008;1985
jason-dourakos;Jason DOURAKOS;1;Athens 2004;1983
maria-jose-poves;Maria Jose POVES;2;Beijing 2008;1978
dijana-kvesic;Dijana KVESIC;1;Atlanta 1996;1977
mark-kin-ming-kwok;Mark Kin Ming KWOK;2;Atlanta 1996;1977
ihab-aly;Ihab ALY;1;Los Angeles 1984;1962
ralph-mckittrick-2;Ralph MCKITTRICK;1;St. Louis 1904;
chanom-sirirangsri;Chanom SIRIRANGSRI;1;Tokyo 1964;1935
zohir-kedache;Zohir KEDACHE;1;Rio 2016;1986
pi-yu-liu;Pi-Yu LIU;3;Seoul 1988;1969
kelly-ann-way;Kelly Ann WAY;2;Seoul 1988;1964
matevz-krumpestar;Matevz KRUMPESTAR;1;Atlanta 1996;1977
akiko-morigami;Akiko MORIGAMI;1;Athens 2004;1980
marc-bedlington;Marc BEDLINGTON;1;Los Angeles 1984;1963
laetisha-scanlan;Laetisha SCANLAN;2;Rio 2016;1990
brandon-jesus-escobar-amador;Brandon Jesus ESCOBAR AMADOR;1;London 2012;1990
javier-alvarez-salgado;Javier ALVAREZ SALGADO;2;Mexico City 1968;1943
sung-jin-lee;Sung Jin LEE;2;Athens 2004;1985
jenning-huizenga;Jenning HUIZENGA;2;Beijing 2008;1984
tommy-macias;Tommy MACIAS;1;Tokyo 2020;1993
fidel-arellano;Fidel ARELLANO;1;Los Angeles 1932;
jade-johnson;Jade JOHNSON;2;Athens 2004;1980
lindford-gillitt;Lindford GILLITT;1;Los Angeles 1984;1964
bakari-selemani;Bakari SELEMANI;1;Munich 1972;1955
hans-peter-pohl;Hans-Peter POHL;2;Calgary 1988;1965
ryszard-wolny;Ryszard WOLNY;5;Seoul 1988;1969
christopher-lawrence;Christopher LAWRENCE;1;Seoul 1988;1968
ainur-yesbergenova;Ainur YESBERGENOVA;1;Rio 2016;1998
fiorella-negro;Fiorella NEGRO;1;Cortina d'Ampezzo 1956;1938
zharkymbaev;Tariel ZHARKYMBAEV;1;PyeongChang 2018;1996
jarkko-nieminen;Jarkko NIEMINEN;3;Athens 2004;1981
muattar-nabieva;Muattar NABIEVA;1;Tokyo 2020;1996
azahara-munoz;Azahara MUNOZ;2;Rio 2016;1987
semiha-mutlu;Semiha MUTLU;1;London 2012;1987
marielle-goitschel;Marielle GOITSCHEL;2;Innsbruck 1964;1945
jules-bessan;Jules BESSAN;1;Rio 2016;1979
keita-kaneto;Keita KANETO;3;Seoul 1988;1967
john-andrew-morgan;John Andrew MORGAN;1;Seoul 1988;1963
heinrich-barnes;Heinrich BARNES;1;Beijing 2008;1986
juho-mikkonen;Juho MIKKONEN;1;Sochi 2014;1990
horta-van-hoye;Horta VAN HOYE;1;Mexico City 1968;1946
trey-hardee;Trey HARDEE;2;Beijing 2008;1984
nicolae-juravschi;Nicolae JURAVSCHI;3;Seoul 1988;1964
britt-janyk;Britt JANYK;1;Vancouver 2010;1980
resit-karabacak;Resit KARABACAK;1;Los Angeles 1984;1954
yuko-kitai;Yuko KITAI;2;Beijing 2008;1973
kathrin-beck;Kathrin BECK;1;Calgary 1988;1966
william-b-godwin;William B. GODWIN;1;Rome 1960;1912
marguerite-nicolas;Marguerite NICOLAS;1;Berlin 1936;1916
john-chester-paddick;John Chester PADDICK;1;Tokyo 1964;1943
pia-hansen;Pia HANSEN;2;Sydney 2000;1965
richard-chambers;Richard CHAMBERS;3;Beijing 2008;1985
shigeo-kogure;Shigeo KOGURE;1;Rome 1960;1935
juan-ignacio-chela;Juan Ignacio CHELA;2;Sydney 2000;1979
lidia-valentin-perez-1;Lidia VALENTIN PEREZ;4;Beijing 2008;1985
tomas-huppert;Tomas HUPPERT;1;Grenoble 1968;1942
zbigniew-matwiejew;Zbigniew MATWIEJEW;1;Montreal 1976;1949
yulitza-meneses;Yulitza MENESES;1;London 2012;1985
istvan-majoros;Istvan MAJOROS;2;Sydney 2000;1974
luis-alvarez-cervera;Luis ALVAREZ CERVERA;6;Munich 1972;1947
jan-kowal;Jan KOWAL;1;Calgary 1988;1967
mihail-petrov-ganev;Mihail Petrov GANEV;1;Rio 2016;1985
sebastien-michaud;Sebastien MICHAUD;2;Beijing 2008;1987
merlin-surget;Merlin SURGET;2;PyeongChang 2018;1999
kristinn-ingi-valsson;Kristinn Ingi VALSSON;1;Turin 2006;1985
weli-gunnar-hohenthal;Weli Gunnar HOHENTHAL;1;Stockholm 1912;1880
kai-ozaki;Kai OZAKI;2;Turin 2006;1987
kai-jolver;Kai JOLVER;1;Stockholm 1912;1889
wenxiong-wu;Wenxiong WU;1;Sydney 2000;1981
stephanie-storp;Stephanie STORP;2;Barcelona 1992;1968
polina-edmunds;Polina EDMUNDS;1;Sochi 2014;1998
luis-zarate;Luis ZARATE;1;Rome 1960;1940
istvan-varga-1;Istvan VARGA;1;Seoul 1988;1960
carlos-sierra;Carlos SIERRA;1;Melbourne 1956;
lasse-ottesen;Lasse OTTESEN;3;Albertville 1992;1974
nina-hemmer;Nina HEMMER;1;Rio 2016;1993
giovanni-mezzani;Giovanni MEZZANI;4;Munich 1972;1952
khadija-abbouda;Khadija ABBOUDA;1;Beijing 2008;1968
michel-aureglia;Michel AUREGLIA;1;Helsinki 1952;1912
elias-ambuehl;Elias AMBUEHL;2;Sochi 2014;1992
fredrik-bergstroem;Fredrik BERGSTROEM;2;Sydney 2000;1975
vladimir-artemov;Vladimir ARTEMOV;1;Seoul 1988;1964
sarah-hecken;Sarah HECKEN;1;Vancouver 2010;1993
wenjiing-bi;Wenjiing BI;1;Atlanta 1996;1981
karen-li;Karen LI;2;Sydney 2000;1977
abdelhadi-legdali;Abdelhadi LEGDALI;1;Barcelona 1992;1966
liane-fenwick;Liane FENWICK;1;Atlanta 1996;1971
luis-viu;Luis VIU;1;Innsbruck 1964;1943
sachiko-yamada;Sachiko YAMADA;2;Sydney 2000;1982
hans-fritsch;Hans FRITSCH;1;Berlin 1936;1911
thomas-krol;Thomas KROL;1;Beijing 2022;1992
jobst-hirscht;Jobst HIRSCHT;1;Munich 1972;1948
samantha-roberts;Samantha ROBERTS;2;Rio 2016;2000
santiago-roque;Santiago ROQUE;1;Barcelona 1992;1966
david-somerville;David SOMERVILLE;1;Sydney 2000;1974
sarah-lahti;Sarah LAHTI;2;Rio 2016;1995
elisa-balsamo;Elisa BALSAMO;1;Tokyo 2020;1998
dong-sung-kim;Dong-Sung KIM;2;Nagano 1998;1980
thomas-hewitt;Thomas HEWITT;1;Moscow 1980;1950
mathias-behounek;Mathias BEHOUNEK;1;Salt Lake City 2002;1975
kerstin-krause;Kerstin KRAUSE;2;Montreal 1976;1959
wenche-sjong;Wenche SJONG;1;Mexico City 1968;1951
oliver-lampe;Oliver LAMPE;1;Atlanta 1996;1974
guillermo-velasquez;Guillermo VELASQUEZ;1;Mexico City 1968;1944
hyeonjun-kim;Hyeonjun KIM;1;Rio 2016;1992
karl-kotratschek;Karl KOTRATSCHEK;1;Berlin 1936;1914
stefan-jon-sigurgeirsson;Stefan Jon SIGURGEIRSSON;1;Vancouver 2010;1989
enrique-dibos-cauvi;Enrique DIBOS CAUVI;2;Rome 1960;1932
oleksandr-shaposhnyk;Oleksandr SHAPOSHNYK;1;Athens 2004;1983
ian-myrams;Ian MYRAMS;1;London 1908;
simone-hauswald;Simone HAUSWALD;1;Vancouver 2010;1979
jan-knobelauch-hansen;Jan Knobelauch HANSEN;1;Sydney 2000;1971
marek-jiras;Marek JIRAS;2;Sydney 2000;1976
mariya-grabovetskaya;Mariya GRABOVETSKAYA;1;Beijing 2008;1987
jack-mcloughlin;Jack MCLOUGHLIN;2;Rio 2016;1995
mariano-tom-ong;Mariano (Tom) ONG;2;Munich 1972;1939
kim-hock-yap;Kim Hock YAP;2;Atlanta 1996;1970
ginga-munetomo;Ginga MUNETOMO;1;Rio 2016;1994
iszlam-monier-suliman;Iszlam MONIER SULIMAN;1;Rio 2016;1990
nanna-skodborg-merrald;Nanna Skodborg MERRALD;1;Tokyo 2020;1993
yemi-geoffrey-apithy;Yemi Geoffrey APITHY;1;Rio 2016;1989
max-hebeisen;Max HEBEISEN;1;Mexico City 1968;1947
franz-schitzhofer;Franz SCHITZHOFER;2;Montreal 1976;1958
natalya-sadova-1;Natalya SADOVA;4;Atlanta 1996;1972
yoshio-nanbu;Yoshio NANBU;1;Melbourne 1956;1932
joseph-ndjimbi;Joseph NDJIMBI;1;Barcelona 1992;1965
jill-sterkel;Jill STERKEL;3;Montreal 1976;1961
mark-fawcett;Mark FAWCETT;2;Nagano 1998;1972
nataliya-synyshyn;Nataliya SYNYSHYN;2;Beijing 2008;1985
emilia-tsoulfa;Emilia TSOULFA;4;Atlanta 1996;1973
sandor-urbanik;Sandor URBANIK;4;Seoul 1988;1964
douglas-campbell;Douglas CAMPBELL;1;Moscow 1980;1960
william-morton;William MORTON;1;London 1908;
dieter-delle-karth;Dieter DELLE KARTH;1;Innsbruck 1976;1944
ernst-denifl;Ernst DENIFL;1;Atlanta 1996;1962
jeong-bae-kong;Jeong-Bae KONG;1;Seoul 1988;1968
damian-wierling;Damian WIERLING;2;Rio 2016;1996
noe-rinonos;Noe RINONOS;1;Mexico City 1968;1942
james-a-tyler;James A. TYLER;1;Sarajevo 1984;1960
johanna-hansje-bunschoten;Johanna (Hansje) BUNSCHOTEN;1;Munich 1972;1958
volodymyr-olshanskyy;Volodymyr OLSHANSKYY;1;Turin 2006;1976
mogens-holten-larsen;Mogens Holten LARSEN;1;Munich 1972;1950
haiyang-huang;Haiyang HUANG;1;Beijing 2008;1985
oscar-gonzalez;Oscar GONZALEZ;1;Athens 2004;1976
haakon-hansen;Haakon HANSEN;1;Paris 1924;1907
vladislav-kulikov;Vladislav KULIKOV;2;Barcelona 1992;1971
ira-nelson-davenport;Ira Nelson DAVENPORT;1;Stockholm 1912;1887
lucija-zaninovic;Lucija ZANINOVIC;2;London 2012;1987
jose-antonio-gonzalez;Jose Antonio GONZALEZ;1;Athens 2004;1976
erdinc-kebapci;Erdinc KEBAPCI;1;Rio 2016;1993
robert-thompson-1;Robert THOMPSON;1;Stockholm 1912;1884
viktor-tchistiakov;Viktor TCHISTIAKOV;2;Atlanta 1996;1975
eliza-mccartney;Eliza MCCARTNEY;1;Rio 2016;1996
nazif-kuran;Nazif KURAN;1;Munich 1972;1945
gilbert-kaiser;Gilbert KAISER;1;Seoul 1988;1949
alexandro-dib;Alexandro DIB;1;Helsinki 1952;1929
qingkun-wei;Qingkun WEI;2;Seoul 1988;1966
travis-jayner;Travis JAYNER;1;Vancouver 2010;1982
karel-kvacek;Karel KVACEK;1;Berlin 1936;1912
frederick-julius-meyer;Frederick Julius MEYER;1;Antwerp 1920;1900
wilhelm-bietak;Wilhelm BIETAK;2;Innsbruck 1964;1947
jabar-feli;Jabar FELI;1;Munich 1972;1950
simone-biles;Simone BILES;2;Rio 2016;1997
takayuki-inubushi;Takayuki INUBUSHI;1;Sydney 2000;1972
george-thomas-breen;George Thomas BREEN;2;Melbourne 1956;1935
giordano-turrini;Giordano TURRINI;1;Mexico City 1968;1942
siu-kwong-chan;Siu Kwong CHAN;2;Barcelona 1992;1966
kinga-barsi;Kinga BARSI;1;Nagano 1998;1976
rui-pu;Rui PU;1;Beijing 2022;2001
roger-levecq;Roger LEVECQ;1;Mexico City 1968;1935
daniel-boltz;Daniel BOLTZ;1;Barcelona 1992;1962
alexei-beletsky;Alexei BELETSKY;1;Salt Lake City 2002;1979
gunther-kriz;Gunther KRIZ;1;Rome 1960;1940
gerald-giraldo;Gerald GIRALDO;1;Rio 2016;1989
izabela-burczyk;Izabela BURCZYK;1;Atlanta 1996;1972
elin-austevoll;Elin AUSTEVOLL;1;Atlanta 1996;1974
shane-ryan;Shane RYAN;2;Rio 2016;1994
kathrin-boron;Kathrin BORON;5;Barcelona 1992;1969
john-mantz-iii-strotbeck;John Mantz, III STROTBECK;2;Los Angeles 1984;1957
hernan-masanez-gimeno;Hernan MASANEZ GIMENO;2;Helsinki 1952;1931
dina-kochetkova;Dina KOCHETKOVA;1;Atlanta 1996;1977
dmitriy-pankov;Dmitriy PANKOV;1;Atlanta 1996;1968
moises-martin-fernandes-torres;Moises Martin FERNANDES TORRES;2;Seoul 1988;1965
theophile-huyge;Theophile HUYGE;1;London 1948;1920
jeremie-mion;Jeremie MION;2;Rio 2016;1989
carmel-muscat;Carmel MUSCAT;1;Moscow 1980;1961
marie-josee-ta-lou;Marie-Josee TA LOU;2;Rio 2016;1988
katrin-beierl;Katrin BEIERL;2;PyeongChang 2018;1993
werner-perathoner;Werner PERATHONER;2;Lillehammer 1994;1967
jonas-warrer;Jonas WARRER;3;Beijing 2008;1979
torner-ahsman;Torner AHSMAN;1;Melbourne 1956;1931
germain-van-de-moere;Germain VAN DE MOERE;2;Melbourne 1956;1922
carsten-bresser;Carsten BRESSER;2;Sydney 2000;1970
brian-p-wellman;Brian P. WELLMAN;4;Seoul 1988;1967
g-mauritz-johansson;G. Mauritz JOHANSSON;1;Paris 1924;1881
raymond-narville-russell;Raymond Narville RUSSELL;1;Munich 1972;1940
nadiya-beshevli;Nadiya BESHEVLI;1;Sydney 2000;1982
toshinari-suwa;Toshinari SUWA;1;Athens 2004;1977
anders-peter-nielsen;Anders Peter NIELSEN;4;Paris 1900;1867
chen-song;Chen SONG;1;Albertville 1992;1967
evhen-braslavets;Evhen BRASLAVETS;3;Atlanta 1996;1972
eva-mortensen;Eva MORTENSEN;1;Seoul 1988;1970
andy-schleck;Andy SCHLECK;1;Beijing 2008;1985
aidan-walsh;Aidan WALSH;1;Tokyo 2020;1997
jonas-bade;Jonas BADE;1;Seoul 1988;1965
yelena-gulyayeva;Yelena GULYAYEVA;1;Atlanta 1996;1967
kimiko-date;Kimiko DATE;2;Barcelona 1992;1970
adolf-spinnler;Adolf SPINNLER;1;St. Louis 1904;1879
mohammed-shaween;Mohammed SHAWEEN;2;Beijing 2008;1986
sena-irie;Sena IRIE;1;Tokyo 2020;2000
boeviyoulou-lawson;Boeviyoulou LAWSON;3;Seoul 1988;1965
michael-harvey;Michael HARVEY;1;Beijing 2008;1962
glenn-lee-meyers;Glenn Lee MEYERS;1;Los Angeles 1984;1961
nouchka-fontijn;Nouchka FONTIJN;2;Rio 2016;1987
simone-galli;Simone GALLI;2;Salt Lake City 2002;1978
stanislav-kuzmin;Stanislav KUZMIN;1;Beijing 2008;1986
eadaoin-ni-challarain-1;Eadaoin NI CHALLARAIN;2;Sydney 2000;1975
alston-ryan;Alston RYAN;1;Tokyo 2020;1993
kati-pulkkinen;Kati PULKKINEN;1;Nagano 1998;1975
mariana-diaz;Mariana DIAZ;1;Athens 2004;1992
eimey-gomez-chivas;Eimey GOMEZ CHIVAS;1;Athens 2004;1974
jing-chen-1;Jing CHEN;3;Seoul 1988;1968
dimitri-borovik;Dimitri BOROVIK;3;Nagano 1998;1974
manfred-rieger;Manfred RIEGER;3;Tokyo 1964;1941
dzmitry-asanau;Dzmitry ASANAU;1;Tokyo 2020;1996
mi-yong-kim;Mi Yong KIM;1;Beijing 2008;1983
kay-barsdell;Kay BARSDELL;1;Innsbruck 1976;1952
jesse-k-pike;Jesse K. PIKE;1;Stockholm 1912;1890
shigetaro-tomasu-shimada;Shigetaro Tomasu SHIMADA;1;Sydney 2000;1975
adrianti-firdasari;Adrianti FIRDASARI;1;London 2012;1986
katarzyna-zdzieblo;Katarzyna ZDZIEBLO;1;Tokyo 2020;1996
darcy-sharpe;Darcy SHARPE;1;Beijing 2022;1996
joseph-nathaniel-jr-deloach;Joseph Nathaniel Jr. DELOACH;1;Seoul 1988;1967
lore-bruggeman;Lore BRUGGEMAN;1;Tokyo 2020;2002
christine-kiki-caron;Christine (Kiki) CARON;2;Tokyo 1964;1948
john-lowey;John LOWEY;1;Seoul 1988;1966
diane-etiennette;Diane ETIENNETTE;2;Athens 2004;1988
kiril-stoychev-terziev;Kiril Stoychev TERZIEV;2;Beijing 2008;1983
j-bertrand-1;J. BERTRAND;1;Paris 1900;
miran-ravter;Miran RAVTER;1;Lillehammer 1994;1972
ainhoa-murua;Ainhoa MURUA;4;Athens 2004;1978
eyal-shtigman;Eyal SHTIGMAN;2;Los Angeles 1984;1963
irma-testa;Irma TESTA;2;Rio 2016;1997
peter-kevin-maher;Peter Kevin MAHER;2;Seoul 1988;1960
christos-titas;Christos TITAS;2;Calgary 1988;1968
bastiaans-van-duivenbode;Bastiaans VAN DUIVENBODE;1;Rome 1960;1940
edgar-william-lloyd;Edgar William LLOYD;1;Stockholm 1912;1886
orkhan-safarov;Orkhan SAFAROV;1;Tokyo 2020;1991
edward-battel;Edward BATTEL;1;Athens 1896;
adolf-rosti;Adolf RÖSTI;1;Sapporo 1972;1947
nick-skelton;Nick SKELTON;7;Seoul 1988;1957
sandra-perkovic;Sandra PERKOVIC;3;London 2012;1990
gleb-bakshi;Gleb BAKSHI;1;Tokyo 2020;1995
helene-leni-hofknecht;Helene (Leni) HOFKNECHT;1;Helsinki 1952;1929
amnat-ruenroeng;Amnat RUENROENG;2;Beijing 2008;1979
roman-kierpacz;Roman KIERPACZ;2;Moscow 1980;1961
sven-agge;Sven AGGE;1;Squaw Valley 1960;1925
ben-sim;Ben SIM;1;Vancouver 2010;1985
adalbert-dickhut;Adalbert DICKHUT;1;Helsinki 1952;1923
manabu-nakanishi;Manabu NAKANISHI;1;Barcelona 1992;1967
monica-wetterstrom;Monica WETTERSTROM;4;Los Angeles 1984;1956
karin-buder;Karin BUDER;1;Albertville 1992;1964
johanna-schnarf;Johanna SCHNARF;2;Vancouver 2010;1984
hye-soon-han;Hye-Soon HAN;1;Seoul 1988;1968
laura-auge;Laura AUGE;1;Rio 2016;1992
amos-mansdorf;Amos MANSDORF;2;Los Angeles 1984;1965
svetlana-sleptsova;Svetlana SLEPTSOVA;1;Vancouver 2010;1986
miyabi-onitsuka;Miyabi ONITSUKA;2;PyeongChang 2018;1998
max-ludwig;Max LUDWIG;2;Lake Placid 1932;
martin-kirketerp-ibsen;Martin Kirketerp IBSEN;1;Beijing 2008;1982
william-grebe;William GREBE;1;St. Louis 1904;
michel-bouchonnet;Michel BOUCHONNET;2;Tokyo 1964;1940
john-b-o-sullivan;John B. O'SULLIVAN;1;Melbourne 1956;1932
jack-williams;Jack WILLIAMS;1;Tokyo 2020;2000
helle-frederiksen;Helle FREDERIKSEN;1;London 2012;1981
rachel-morin;Rachel MORIN;1;Seoul 1988;1948
barbora-strycova;Barbora STRYCOVA;2;Athens 2004;1986
kennedy-st-pierre;Kennedy ST PIERRE;1;Rio 2016;1992
yin-chen;Yin CHEN;2;Beijing 2008;1986
angelica-olmo;Angelica OLMO;1;Tokyo 2020;1996
andrea-parenti;Andrea PARENTI;3;Seoul 1988;1965
eleanor-inez-montgomery;Eleanor Inez MONTGOMERY;2;Tokyo 1964;1946
chad-hedrick;Chad HEDRICK;2;Turin 2006;1977
malin-stromberg;Malin STRÖMBERG;1;Barcelona 1992;1976
alina-stadnik-makhynia;Alina STADNIK MAKHYNIA;1;Rio 2016;1991
