discipline_title;slug_game;event_title;event_gender;medal_type;participant_type;participant_title;athlete_id;country_name;country_3_letter_code
Diving;rio-2016;synchronized diving 10m platform women;Women;BRONZE;GameTeam;Canada team;meaghan-benfeito;Canada;CAN
Gymnastics Artistic;beijing-2008;vault women;Women;GOLD;Athlete;;;Democratic People's Republic of Korea;PRK
Wrestling;atlanta-1996;Lightweight, Greco-Roman (?68 kilograms) Men;Men;BRONZE;Athlete;;aleksandr-tretyakov;Russian Federation;RUS
Athletics;seoul-1988;10000m women;Women;GOLD;Athlete;;olga-bondarenko;Soviet Union;URS
Athletics;berlin-1936;high jump men;Men;BRONZE;Athlete;;delos-packard-thurber;United States of America;USA
Cross Country Skiing;innsbruck-1976;5km women;Women;BRONZE;Athlete;;nina-baldycheva;Soviet Union;URS
Athletics;athens-1896;shot put men;Men;GOLD;Athlete;;;United States of America;USA
Diving;seoul-1988;3m springboard men;Men;GOLD;Athlete;;gregory-louganis;United States of America;USA
Cross Country Skiing;pyeongchang-2018;Men�s Sprint Classic;Men;SILVER;Athlete;;federico-pellegrino;Italy;ITA
Fencing;athens-2004;�p�e individual men;Men;GOLD;Athlete;;marcel-fischer;Switzerland;SUI
Athletics;rome-1960;4x100m relay men;Men;SILVER;GameTeam;Soviet Union team;;Soviet Union;URS
Cycling Track;paris-1900;25 kilometres men;Men;BRONZE;Athlete;;;France;FRA
Figure skating;vancouver-2010;Ice dancing mixed;Mixed;GOLD;GameTeam;Canada team #1;tessa-virtue;Canada;CAN
Athletics;moscow-1980;5000m men;Men;GOLD;Athlete;;miruts-yifter;Ethiopia;ETH
Weightlifting;moscow-1980;75  825kg lightheavyweight men;Men;GOLD;Athlete;;;Soviet Union;URS
Basketball;london-1948;basketball men;Men;GOLD;GameTeam;United States team;;United States of America;USA
Athletics;athens-2004;4x100m relay men;Men;SILVER;GameTeam;United States team;;United States of America;USA
Swimming;sydney-2000;1500m freestyle men;Men;BRONZE;Athlete;;chris-thompson;United States of America;USA
Table Tennis;athens-2004;doubles men;Men;SILVER;GameTeam;Hong Kong, China team #2;lai-chak-ko;Hong Kong, China;HKG
Rowing;los-angeles-1984;double sculls 2x men;Men;SILVER;GameTeam;Belgium team;dirk-crois;Belgium;BEL
Rowing;los-angeles-1984;pair without coxswain 2 women;Women;BRONZE;GameTeam;West Germany team;ellen-becker;Federal Republic of Germany;FRG
Sailing;atlanta-1996;Tornado - Multihull mixed;Open;SILVER;GameTeam;Australia team;andrew-landenberger;Australia;AUS
Equestrian Jumping;rio-2016;Jumping Team mixed;Open;BRONZE;GameTeam;Germany team;;Germany;GER
Athletics;barcelona-1992;marathon men;Men;GOLD;Athlete;;young-cho-hwang;Republic of Korea;KOR
Gymnastics Artistic;munich-1972;floor exercises women;Women;BRONZE;Athlete;;tamara-lazakovich;Soviet Union;URS
Athletics;rio-2016;pole vault men;Men;BRONZE;Athlete;;sam-kendricks;United States of America;USA
Rowing;amsterdam-1928;eight with coxswain 8 men;Men;GOLD;GameTeam;United States team;;United States of America;USA
Equestrian;tokyo-2020;Jumping Team;Open;BRONZE;GameTeam;Belgium;;Belgium;BEL
Freestyle Skiing;pyeongchang-2018;Men�s Ski Halfpipe;Men;BRONZE;Athlete;;nico-porteous;New Zealand;NZL
Tennis;stockholm-1912;doubles indoor men;Men;GOLD;GameTeam;France team;maurice-germot;France;FRA
Swimming;london-1908;4x200m freestyle relay men;Men;SILVER;GameTeam;Hungary team;;Hungary;HUN
Gymnastics Artistic;los-angeles-1932;floor exercises men;Men;BRONZE;Athlete;;mario-lertora;Italy;ITA
Gymnastics Artistic;mexico-city-1968;parallel bars men;Men;BRONZE;Athlete;;viktor-klimenko;Soviet Union;URS
Diving;beijing-2008;synchronized diving 10m platform women;Women;SILVER;GameTeam;Australia team;briony-cole;Australia;AUS
Sailing;paris-1900;0.5-1t mixed;Open;GOLD;GameTeam;Scotia;;Great Britain;GBR
Short Track Speed Skating;sochi-2014;1000m men;Men;GOLD;Athlete;;victor-an;Russian Federation;RUS
Athletics;melbourne-1956;pole vault men;Men;SILVER;Athlete;;robert-allen-gutowski;United States of America;USA
Swimming;london-2012;100m freestyle women;Women;SILVER;Athlete;;;Belarus;BLR
Table Tennis;barcelona-1992;doubles women;Women;SILVER;GameTeam;People's Republic of China team #1;zihe-chen;People's Republic of China;CHN
Wrestling;moscow-1980;Bantamweight, Greco-Roman (?57 kilograms) Men;Men;GOLD;Athlete;;shamil-serikov;Soviet Union;URS
Swimming;amsterdam-1928;100m backstroke women;Women;BRONZE;Athlete;;margaret-joyce-cooper;Great Britain;GBR
Cross Country Skiing;beijing-2022;Men's 15km + 15km Skiathlon;Men;SILVER;Athlete;;denis-spitsov;ROC;ROC
Figure skating;chamonix-1924;Individual men;Men;SILVER;Athlete;;willy-bockl;Austria;AUT
Wrestling;tokyo-2020;Women's Freestyle 76kg;Women;GOLD;Athlete;;aline-focken;Germany;GER
Gymnastics Artistic;los-angeles-1984;pommel horse men;Men;BRONZE;Athlete;;timothy-patrick-daggett;United States of America;USA
Short Track Speed Skating;vancouver-2010;500m men;Men;GOLD;Athlete;;charles-hamelin;Canada;CAN
Wrestling;los-angeles-1932;Light-Heavyweight, Freestyle (?87 kilograms) Men;Men;GOLD;Athlete;;peter-joseph-mehringer;United States of America;USA
Boxing;tokyo-1964;51kg flyweight men;Men;BRONZE;Athlete;;stanislav-sorokin;Soviet Union;URS
Archery;barcelona-1992;team FITA Olympic round  70m women;Women;SILVER;GameTeam;People's Republic of China team;;People's Republic of China;CHN
Athletics;beijing-2008;100m men;Men;GOLD;Athlete;;usain-bolt;Jamaica;JAM
Athletics;los-angeles-1932;1500m men;Men;SILVER;Athlete;;john-cornes;Great Britain;GBR
Canoe Sprint;montreal-1976;K1 1000m kayak single men;Men;SILVER;Athlete;;geza-csapo;Hungary;HUN
Athletics;sydney-2000;20km walk men;Men;GOLD;Athlete;;robert-korzeniowski;Poland;POL
Swimming;beijing-2008;400m freestyle men;Men;SILVER;Athlete;;lin-zhang;People's Republic of China;CHN
Athletics;melbourne-1956;discus throw men;Men;SILVER;Athlete;;fortune-edward-gordien;United States of America;USA
Wrestling;tokyo-2020;Women's Freestyle 68kg;Women;BRONZE;Athlete;;alla-cherkasova;Ukraine;UKR
Golf;paris-1900;Individual women;Women;BRONZE;Athlete;;;United States of America;USA
Swimming;montreal-1976;200m backstroke men;Men;BRONZE;Athlete;;daniel-lee-harrigan;United States of America;USA
Boxing;beijing-2008;48-51kg flyweight men;Men;BRONZE;Athlete;;georgy-balakshin;Russian Federation;RUS
Boxing;munich-1972;67-71kg lightmiddleweight men;Men;GOLD;Athlete;;dieter-kottysch;Federal Republic of Germany;FRG
Weightlifting;montreal-1976;52kg flyweight men;Men;BRONZE;Athlete;;mohammad-nassiri-seresht;Islamic Republic of Iran;IRI
Freestyle Skiing;vancouver-2010;Moguls men;Men;GOLD;Athlete;;alexandre-bilodeau;Canada;CAN
Diving;london-2012;synchronized diving 3m springboard men;Men;SILVER;GameTeam;Russian Federation team;evgenii-kuznetsov;Russian Federation;RUS
Swimming;sydney-2000;1500m freestyle men;Men;SILVER;Athlete;;kieren-john-perkins;Australia;AUS
Rhythmic Gymnastics;tokyo-2020;Individual All-Around;Women;SILVER;Athlete;;dina-averina;ROC;ROC
Athletics;st-louis-1904;All-Around Championship Men;Men;SILVER;Athlete;;adam-gunn;United States of America;USA
Rowing;helsinki-1952;single sculls 1x men;Men;BRONZE;Athlete;;teodor-kocerka;Poland;POL
Cycling Track;rio-2016;Sprint individual men;Men;GOLD;Athlete;;jason-kenny;Great Britain;GBR
Fencing;amsterdam-1928;foil individual women;Women;BRONZE;Athlete;;olga-oelkers-caragioff;Germany;GER
Short Track Speed Skating;albertville-1992;500m women;Women;BRONZE;Athlete;;ok-sil-hwang;Democratic People's Republic of Korea;PRK
Cycling Track;los-angeles-1984;Individual Pursuit men;Men;GOLD;Athlete;;stephen-edward-hegg;United States of America;USA
Swimming;barcelona-1992;4x100m medley relay men;Men;SILVER;GameTeam;Unified Team team;;Unified Team;EUN
Equestrian Eventing;tokyo-1964;team mixed;Open;SILVER;GameTeam;United States team;;United States of America;USA
Canoe Sprint;tokyo-2020;Men's Kayak Four 500m;Men;BRONZE;GameTeam;Slovakia;;Slovakia;SVK
Canoe Slalom;atlanta-1996;C1 canoe single men;Men;SILVER;Athlete;;lukas-pollert;Czech Republic;CZE
Canoe Sprint;atlanta-1996;C2 1000m canoe double men;Men;BRONZE;GameTeam;Hungary team;gyorgy-kolonics;Hungary;HUN
Wrestling;munich-1972;Bantamweight, Freestyle (?57 kilograms) Men;Men;SILVER;Athlete;;richard-joseph-sanders;United States of America;USA
Athletics;london-2012;long jump women;Women;GOLD;Athlete;;brittney-reese;United States of America;USA
Athletics;stockholm-1912;high jump standing men;Men;GOLD;Athlete;;platt-adams;United States of America;USA
Rowing;rio-2016;lightweight double sculls 2x women;Women;SILVER;GameTeam;Canada team;lindsay-jennerich;Canada;CAN
Boxing;barcelona-1992;81-91kg heavyweight men;Men;BRONZE;Athlete;;arnold-vanderlijde;Netherlands;NED
Gymnastics Artistic;beijing-2008;pommel horse men;Men;SILVER;Athlete;;filip-ude;Croatia;CRO
Rowing;rio-2016;pair without coxswain 2 women;Women;GOLD;GameTeam;Great Britain team;helen-glover;Great Britain;GBR
Swimming;helsinki-1952;400m freestyle men;Men;BRONZE;Athlete;;per-olof-ostrand;Sweden;SWE
Swimming;sydney-2000;100m breaststroke women;Women;SILVER;Athlete;;leisel-jones;Australia;AUS
Bobsleigh;turin-2006;two-man men;Men;GOLD;GameTeam;Germany team #1;andre-lange;Germany;GER
Cycling Track;seoul-1988;sprint women;Women;BRONZE;Athlete;;connie-paraskevin-young;United States of America;USA
Speed skating;innsbruck-1976;1500m women;Women;BRONZE;Athlete;;tatyana-averina;Soviet Union;URS
Canoe Sprint;seoul-1988;K2 500m kayak double men;Men;SILVER;GameTeam;Soviet Union team;;Soviet Union;URS
Swimming;tokyo-2020;Men's 400m Individual Medley;Men;SILVER;Athlete;;jay-litherland;United States of America;USA
Shooting;athens-2004;skeet (125 targets) men;Men;BRONZE;Athlete;;juan-miguel-rodriguez-martinez;Cuba;CUB
Gymnastics Artistic;paris-1924;horizontal bar men;Men;BRONZE;Athlete;;;France;FRA
Archery;atlanta-1996;individual FITA Olympic round  70m men;Men;SILVER;Athlete;;magnus-petersson;Sweden;SWE
Gymnastics Artistic;helsinki-1952;individual all-round women;Women;BRONZE;Athlete;;margit-korondi;Hungary;HUN
Swimming;barcelona-1992;100m breaststroke women;Women;GOLD;Athlete;;elena-rudkovskaya;Unified Team;EUN
Shooting;athens-2004;50m rifle 3 positions 3x40 shots men;Men;BRONZE;Athlete;;christian-planer;Austria;AUT
Swimming;beijing-2008;50m freestyle women;Women;SILVER;Athlete;;dara-torres;United States of America;USA
Rowing;mexico-city-1968;pair without coxswain 2 men;Men;SILVER;GameTeam;United States team;lawrence-alan-hough;United States of America;USA
Table Tennis;sydney-2000;doubles men;Men;BRONZE;GameTeam;France team #1;jean-philippe-gatien;France;FRA
Wrestling;sydney-2000;Bantamweight, Freestyle (?54 kilograms) Men;Men;GOLD;Athlete;;namig-abdullayev;Azerbaijan;AZE
Boxing;barcelona-1992;54-57kg featherweight men;Men;BRONZE;Athlete;;ramazan-palyani;Unified Team;EUN
Swimming;melbourne-1956;4x100m freestyle relay women;Women;GOLD;GameTeam;Australia team;;Australia;AUS
Weightlifting;sydney-2000;69kg men;Men;SILVER;Athlete;;;Bulgaria;BUL
Cross Country Skiing;squaw-valley-1960;10km women;Women;GOLD;Athlete;;mariya-gusakova;Soviet Union;URS
Handball;moscow-1980;handball women;Women;GOLD;GameTeam;Soviet Union team;;Soviet Union;URS
Athletics;los-angeles-1984;3000m steeplechase men;Men;SILVER;Athlete;;joseph-mahmoud;France;FRA
Wrestling;helsinki-1952;Bantamweight, Freestyle (?57 kilograms) Men;Men;GOLD;Athlete;;shohashi-ishii;Japan;JPN
Cycling Road;sydney-2000;individual road race men;Men;GOLD;Athlete;;jan-ullrich;Germany;GER
Rowing;moscow-1980;single sculls 1x women;Women;BRONZE;Athlete;;martina-schroter;German Democratic Republic (Germany);GDR
Snowboard;pyeongchang-2018;Men�s Snowboard Cross;Men;BRONZE;Athlete;;regino-hernandez;Spain;ESP
Athletics;stockholm-1912;pentathlon men;Men;BRONZE;Athlete;;frank-lukeman;Canada;CAN
Swimming;atlanta-1996;200m freestyle men;Men;GOLD;Athlete;;danyon-joseph-loader;New Zealand;NZL
Athletics;rome-1960;javelin throw women;Women;SILVER;Athlete;;dana-ingrova-zatopkova;Czechoslovakia;TCH
Athletics;paris-1924;triple jump men;Men;SILVER;Athlete;;luis-bruneto;Argentina;ARG
Snowboard;turin-2006;Snowboard Cross women;Women;GOLD;Athlete;;tanja-frieden;Switzerland;SUI
Sailing;athens-2004;49er - Skiff mixed;Open;SILVER;GameTeam;Ukraine team;rodion-luka;Ukraine;UKR
Boxing;athens-2004;48kg light flywieght men;Men;BRONZE;Athlete;;sergey-kazakov;Russian Federation;RUS
Judo;sydney-2000;48kg extralightweight women;Women;SILVER;Athlete;;lyubov-bruletova;Russian Federation;RUS
Athletics;antwerp-1920;discus throw men;Men;GOLD;Athlete;;elmer-konstantin-niklander;Finland;FIN
Figure skating;turin-2006;Individual women;Women;SILVER;Athlete;;sasha-cohen;United States of America;USA
Cycling BMX Freestyle;tokyo-2020;Women's Park;Women;BRONZE;Athlete;;nikita-ducarroz;Switzerland;SUI
Swimming;barcelona-1992;200m breaststroke women;Women;GOLD;Athlete;;kyoko-iwasaki;Japan;JPN
Alpine Skiing;calgary-1988;slalom women;Women;BRONZE;Athlete;;christa-kinshofer-guethlein;Federal Republic of Germany;FRG
Swimming;rio-2016;200m individual medley women;Women;SILVER;Athlete;;siobhan-marie-oconnor;Great Britain;GBR
Canoe Slalom;atlanta-1996;K1 kayak single men;Men;SILVER;Athlete;;andraz-vehovar;Slovenia;SLO
Equestrian  Vaulting;antwerp-1920;figure riding team mixed;Men;GOLD;GameTeam;Belgium team;;Belgium;BEL
Cross Country Skiing;calgary-1988;30km mass start men;Men;BRONZE;Athlete;;vegard-ulvang;Norway;NOR
Athletics;melbourne-1956;400m men;Men;BRONZE;Athlete;;voitto-valdemar-hellsten;Finland;FIN
Fencing;paris-1900;sabre masters men;Men;GOLD;Athlete;;antonio-conte;Italy;ITA
Equestrian Jumping;beijing-2008;team mixed;Open;BRONZE;GameTeam;Switzerland team;;Switzerland;SUI
Bobsleigh;lillehammer-1994;two-man men;Men;SILVER;GameTeam;Switzerland team #2;guido-acklin;Switzerland;SUI
Rowing;mexico-city-1968;pair without coxswain 2 men;Men;GOLD;GameTeam;East Germany team;heinz-jurgen-bothe;German Democratic Republic (Germany);GDR
Rowing;atlanta-1996;double sculls 2x men;Men;BRONZE;GameTeam;France team;samuel-barathay;France;FRA
Athletics;seoul-1988;heptathlon women;Women;SILVER;Athlete;;sabine-john;German Democratic Republic (Germany);GDR
Cycling BMX Freestyle;tokyo-2020;Men's Park;Men;SILVER;Athlete;;daniel-dhers;Venezuela;VEN
Boxing;tokyo-1964;63.5-67kg welterweight men;Men;BRONZE;Athlete;;pertti-ilmari-purhonen;Finland;FIN
Swimming;barcelona-1992;200m breaststroke women;Women;SILVER;Athlete;;li-lin;People's Republic of China;CHN
Athletics;rio-2016;shot put men;Men;GOLD;Athlete;;ryan-crouser;United States of America;USA
Football;munich-1972;football men;Men;GOLD;GameTeam;Poland team;;Poland;POL
Weightlifting;melbourne-1956;75-82.5kg total lightheavyweight men;Men;SILVER;Athlete;;;Soviet Union;URS
Cycling Road;munich-1972;team time trial men;Men;GOLD;GameTeam;Soviet Union team;;Soviet Union;URS
Canoe Sprint;tokyo-1964;C2 1000m canoe double men;Men;GOLD;GameTeam;Soviet Union team;stepan-oshchepkov;Soviet Union;URS
Table Tennis;rio-2016;Team men;Men;BRONZE;GameTeam;Germany team;;Germany;GER
Wrestling;rio-2016;Freestyle 65 kg men;Men;SILVER;Athlete;;;Azerbaijan;AZE
Shooting;london-1908;50m pistol 60 shots men;Men;SILVER;Athlete;;reginald-storms;Belgium;BEL
Wrestling;melbourne-1956;Flyweight, Greco-Roman (?52 kilograms) Men;Men;GOLD;Athlete;;;Soviet Union;URS
Judo;athens-2004;73  81kg halfmiddleweight men;Men;BRONZE;Athlete;;flavio-canto;Brazil;BRA
Rowing;helsinki-1952;pair without coxswain 2 men;Men;GOLD;GameTeam;United States team;thomas-steele-price;United States of America;USA
Gymnastics Artistic;melbourne-1956;rings men;Men;BRONZE;Athlete;;masami-kubota;Japan;JPN
Canoe Sprint;moscow-1980;K2 500m kayak double men;Men;SILVER;GameTeam;Spain team;guillermo-del-riego-gordon;Spain;ESP
Diving;beijing-2008;synchronized diving 3m springboard women;Women;SILVER;GameTeam;Russian Federation team;ioulia-pakhalina;Russian Federation;RUS
Cycling Track;beijing-2008;points race women;Women;SILVER;Athlete;;yoanka-gonzalez-perez;Cuba;CUB
Wrestling;rome-1960;Bantamweight, Greco-Roman (?57 kilograms) Men;Men;BRONZE;Athlete;;dinko-petrov-stoykov;Bulgaria;BUL
Swimming;munich-1972;400m freestyle women;Women;GOLD;Athlete;;shane-gould;Australia;AUS
Shooting;melbourne-1956;25m rapid fire pistol 60 shots men;Men;SILVER;Athlete;;yevgeni-cherkasov;Soviet Union;URS
Cycling Road;moscow-1980;individual road race men;Men;BRONZE;Athlete;;yuri-barinov;Soviet Union;URS
Canoe Sprint;moscow-1980;K1 500m kayak single women;Women;BRONZE;Athlete;;antonina-melnikova;Soviet Union;URS
Freestyle Skiing;sochi-2014;Aerials women;Women;BRONZE;Athlete;;lydia-lassila;Australia;AUS
Swimming;tokyo-2020;Men's 100m Freestyle;Men;SILVER;Athlete;;kyle-chalmers;Australia;AUS
Sailing;atlanta-1996;twoperson keelboat open Star mixed;Open;BRONZE;GameTeam;Australia team;david-giles;Australia;AUS
Canoe Slalom;barcelona-1992;C2 canoe double men;Men;SILVER;GameTeam;Czechoslovakia team #1;miroslav-simek;Czechoslovakia;TCH
Curling;pyeongchang-2018;Women;Women;GOLD;GameTeam;Sweden team;;Sweden;SWE
Sailing;athens-2004;Tornado - Multihull mixed;Open;SILVER;GameTeam;United States team;charlie-ogletree;United States of America;USA
Swimming;berlin-1936;100m freestyle women;Women;GOLD;Athlete;;hendrika-mastenbroek;Netherlands;NED
Equestrian Jumping;seoul-1988;team mixed;Open;SILVER;GameTeam;United States team;;United States of America;USA
Rowing;tokyo-2020;Lightweight Women's Double Sculls;Women;SILVER;GameTeam;France;laura-tarantola;France;FRA
Equestrian Jumping;sydney-2000;individual mixed;Open;GOLD;Athlete;;jeroen-dubbeldam;Netherlands;NED
Figure skating;innsbruck-1976;Ice dancing mixed;Mixed;GOLD;GameTeam;Soviet Union team #1;;Soviet Union;URS
Hockey;moscow-1980;hockey men;Men;GOLD;GameTeam;India team;;India;IND
Swimming;amsterdam-1928;400m freestyle women;Women;BRONZE;Athlete;;josephine-mckim;United States of America;USA
Rowing;london-2012;four without coxswain 4 men;Men;GOLD;GameTeam;Great Britain team;;Great Britain;GBR
Athletics;tokyo-1964;110m hurdles men;Men;BRONZE;Athlete;;anatoly-mikhaylov;Soviet Union;URS
Swimming;rome-1960;200m breaststroke men;Men;BRONZE;Athlete;;wieger-emile-mensonides;Netherlands;NED
Athletics;los-angeles-1984;discus throw men;Men;GOLD;Athlete;;rolf-danneberg;Federal Republic of Germany;FRG
Cross Country Skiing;calgary-1988;5km women;Women;SILVER;Athlete;;tamara-tikhonova;Soviet Union;URS
Boxing;tokyo-2020;Men's Feather (52-57kg);Men;SILVER;Athlete;;duke-ragan;United States of America;USA
Athletics;paris-1900;100m men;Men;BRONZE;Athlete;;stanley-rowley;Australia;AUS
Athletics;mexico-city-1968;javelin throw women;Women;BRONZE;Athlete;;eva-janko-egger;Austria;AUT
Canoe Sprint;rio-2016;C-2 1000m (canoe double) men;Men;SILVER;GameTeam;Brazil team;isaquias-queiroz-dos-santos;Brazil;BRA
Canoe Sprint;atlanta-1996;K2 500m kayak double women;Women;BRONZE;GameTeam;Australia team;anna-maria-wood;Australia;AUS
Fencing;paris-1924;�p�e individual men;Men;SILVER;Athlete;;roger-francois-ducret;France;FRA
Athletics;helsinki-1952;triple jump men;Men;GOLD;Athlete;;adhemar-ferreira-da-silva;Brazil;BRA
Wrestling;munich-1972;Light-Heavyweight, Greco-Roman (?90 kilograms) Men;Men;SILVER;Athlete;;josip-corak;Yugoslavia;YUG
Cross Country Skiing;innsbruck-1976;30km mass start men;Men;GOLD;Athlete;;sergey-savelyev-1;Soviet Union;URS
Shooting;london-2012;double trap 150 targets men;Men;BRONZE;Athlete;;vasily-mosin;Russian Federation;RUS
Rowing;mexico-city-1968;pair without coxswain 2 men;Men;BRONZE;GameTeam;Denmark team;ib-ivan-larsen;Denmark;DEN
Canoe Slalom;barcelona-1992;C2 canoe double men;Men;BRONZE;GameTeam;France team #1;franck-adisson;France;FRA
Athletics;london-2012;10000m men;Men;SILVER;Athlete;;galen-rupp;United States of America;USA
Shooting;london-2012;10m air rifle 60 shots men;Men;GOLD;Athlete;;alin-george-moldoveanu;Romania;ROU
Shooting;los-angeles-1984;25m rapid fire pistol 60 shots men;Men;SILVER;Athlete;;corneliu-ion;Romania;ROU
Diving;athens-2004;3m springboard women;Women;GOLD;Athlete;;jingjing-guo;People's Republic of China;CHN
Speed skating;lake-placid-1980;10000m men;Men;GOLD;Athlete;;eric-heiden;United States of America;USA
Shooting;barcelona-1992;10m air rifle 60 shots men;Men;SILVER;Athlete;;franck-badiou;France;FRA
Swimming;antwerp-1920;4x100m freestyle relay women;Women;BRONZE;GameTeam;Sweden team;;Sweden;SWE
Boxing;melbourne-1956;54-57kg featherweight men;Men;SILVER;Athlete;;thomas-g-nicholls;Great Britain;GBR
